placekey,location_name,lat,lon,top_category,sub_category,borough,income_known_devices,income_mixing_score,expected_mixing_score,mixing_residual_z,balance_score,expected_balance_score,balance_residual_z,bootstrap_stability_pct,months_confirmed,evidence_tier,direction
22s-222@627-s8q-3dv,Sanger Hall,40.746104,-73.915439,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,76,0.8681,0.8817,-0.292,0.6612,0.6871,-0.356,,0,none,
235-222@627-sb9-rzf,Bravo,40.758052,-73.924504,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,88,0.846,0.8854,-0.849,0.5767,0.6875,-1.579,,0,none,
23g-222@627-s84-wrk,Nolberto Grocery,40.671364,-73.880809,Grocery Stores,,Brooklyn,212,0.9295,0.9156,0.369,0.7512,0.7332,0.243,,0,none,
22w-223@627-rw9-qzz,Fort Independence Grocery,40.879301,-73.899419,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,280,0.8444,0.8516,-0.099,0.6071,0.6161,-0.108,,0,none,
225-224@627-wff-99f,Campo Bello Restaurant 2,40.618087,-74.029328,Restaurants and Other Eating Places,,Brooklyn,188,0.9576,0.9484,0.233,0.8218,0.7961,0.362,,0,none,
zzy-223@627-w7h-bx5,Stop One organics,40.51802,-74.235757,Grocery Stores,Convenience Stores,Staten Island,65,0.5896,0.6568,-1.19,0.3654,0.4358,-0.85,,0,none,
zzy-225@627-s98-r49,Paraguay Pickers Pub Bar,40.761221,-73.822875,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,441,0.9542,0.9218,0.702,0.7948,0.7352,0.874,,0,none,
22d-222@627-s6b-8vz,Superfresh,40.841047,-73.916701,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,52,0.3768,0.623,-3.235,0.274,0.4191,-1.739,,0,none,
zzy-22d@627-s8n-b8v,The Little Beet,40.766268,-73.957392,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,84,0.9676,0.9268,1.098,0.8601,0.7605,1.389,,0,none,
22d-222@627-s9p-qxq,Lovell's Guiding Light,40.706528,-73.807907,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Queens,231,0.9425,0.9124,0.653,0.7543,0.7182,0.537,,0,none,
zzy-229@627-sb9-hwk,Sing Sing Astoria,40.762804,-73.927507,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,84,0.9028,0.8894,0.292,0.6815,0.6894,-0.096,,0,none,
zzy-223@627-tnw-jvz,McDonald's,40.680213,-73.777311,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,541,0.9175,0.9247,-0.151,0.7149,0.731,-0.216,,0,none,
22f-224@627-rwb-7t9,Vpa studio,40.869978,-73.879393,"Arts, Entertainment, and Recreation",,Bronx,603,0.789,0.7889,-0.003,0.563,0.5867,-0.285,,0,none,
22r-222@627-wg9-nt9,Siu's Chinese Restaurant,40.651327,-73.936335,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,195,0.9089,0.9324,-0.717,0.7179,0.7707,-0.843,,0,none,
233-224@627-wc3-4n5,Open Invite,40.67813,-74.011769,Used Merchandise Stores,Used Merchandise Stores,Brooklyn,80,0.9884,0.9393,1.391,0.9062,0.8185,1.316,,0,none,
23z-222@627-wgz-tqf,Hui Wei Restaurant,40.638818,-74.009212,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,56,0.9767,0.9167,1.706,0.8571,0.7624,1.423,,0,none,
zzy-22m@627-s4n-2ff,Basketball Ultra,40.773626,-73.956409,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,101,0.9401,0.9261,0.416,0.7797,0.7613,0.291,,0,none,
22f-224@627-vv3-66k,171 VIP Deli,40.635735,-74.166072,Grocery Stores,,Staten Island,108,0.9525,0.9265,0.425,0.7824,0.7006,0.879,,0,none,
22h-222@627-rwv-bhq,Cafe Italia,40.844118,-73.830034,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,53,0.9517,0.8057,1.912,0.7689,0.57,2.382,,0,none,
22m-222@627-s7s-ygk,Coronas Deals Corp,40.742869,-73.854109,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,120,0.85,0.8702,-0.433,0.6354,0.6858,-0.709,,0,none,
zzw-227@627-s7m-kj9,Auntie Anne's,40.709078,-73.869654,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,478,0.8831,0.9064,-0.501,0.6831,0.7016,-0.251,,0,none,
22v-222@627-s4r-py9,Amsterdam Marketplace,40.783209,-73.978028,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,133,0.9348,0.9377,-0.017,0.7669,0.7714,-0.019,,0,none,
233-222@627-s6k-q2k,Dunkin',40.84399,-73.888832,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,85,0.6339,0.6538,-0.265,0.3971,0.4443,-0.567,,0,none,
234-222@627-s8w-m6k,Kansas Chicken & Burger,40.664122,-73.923884,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,246,0.9173,0.9307,-0.423,0.7175,0.761,-0.7,,0,none,
238-224@627-s94-99f,Bethesda Baptist Church Antiques And Thrift,40.688755,-73.917256,Used Merchandise Stores,Used Merchandise Stores,Brooklyn,170,0.9647,0.9511,0.36,0.8529,0.806,0.689,,0,none,
zzy-224@627-wfg-wx5,Cafe St. Mark's,40.639167,-74.077559,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Staten Island,65,0.9603,0.9398,0.331,0.8269,0.7743,0.547,,0,none,
226-222@627-wgw-rc5,Sushi Maven,40.636149,-73.978924,Specialty Food Stores,All Other Specialty Food Stores,Brooklyn,99,0.9329,0.9248,0.199,0.7677,0.7294,0.555,,0,none,
22t-223@627-wgz-dy9,Tea and Milk,40.635589,-74.023337,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,133,0.957,0.9251,0.889,0.7914,0.7414,0.735,,0,none,
zzy-224@627-sb7-7yv,Planeview Park,40.767337,-73.884355,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,2947,0.9577,0.9529,0.106,0.7927,0.7978,-0.057,,0,none,
22z-224@627-s4n-tjv,Giacomos Pizza & Restaurant,40.777904,-73.954265,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,128,0.9384,0.9336,0.179,0.7676,0.7659,0.065,,0,none,
237-223@627-wg9-yy9,Family beer and snacks spot,40.650546,-73.952773,Grocery Stores,Convenience Stores,Brooklyn,185,0.9178,0.9392,-0.658,0.7432,0.7877,-0.716,,0,none,
zzy-224@627-tny-47q,Laurelton Community Garden of Resilience,40.663621,-73.765485,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,56,0.8778,0.8699,0.172,0.6696,0.6739,-0.045,,0,none,
222-222@627-wdm-qvf,Sethlow park,40.607171,-73.98573,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,432,0.8896,0.9394,-1.482,0.6464,0.7654,-1.86,,0,none,
224-222@627-s6d-skf,Uptown Bourbon,40.829407,-73.948595,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,141,0.8899,0.9355,-1.108,0.7199,0.7737,-0.686,,0,none,
zzy-225@627-s6h-7t9,Marimba Bar Restaurant,40.857321,-73.904061,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,203,0.6434,0.6751,-0.42,0.4224,0.4461,-0.285,,0,none,
225-222@627-s2c-ffz,Tropical Jerk,40.714253,-73.738305,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,146,0.856,0.8751,-0.41,0.5925,0.6709,-1.113,,0,none,
225-225@627-s6m-9xq,Quantum Elite Training Zumba and Yoga,40.846494,-73.933623,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,544,0.9643,0.8969,1.778,0.8222,0.629,2.653,,0,none,
226-223@627-s7n-5j9,Pinocchio Playground,40.705474,-73.875372,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Queens,117,0.8098,0.8766,-1.44,0.5491,0.6798,-1.865,,0,none,
228-223@627-s8k-r49,Hopper House,40.727598,-73.988137,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,50,0.9511,0.96,-0.171,0.775,0.8227,-0.602,,0,none,
229-222@627-wg3-w6k,The Canteen,40.625332,-73.946885,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,127,0.9846,0.9283,1.599,0.874,0.789,1.273,,0,none,
229-223@627-s7r-d5f,Juquilita Green,40.701724,-73.884838,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,162,0.8284,0.8852,-1.225,0.6049,0.6895,-1.201,,0,none,
22c-222@627-rzp-8vz,Dunkin',40.725074,-73.722931,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,289,0.8739,0.8864,-0.267,0.6817,0.6828,0.001,,0,none,
22d-222@627-wh3-92k,Brooklyn Conservatory of Music,40.675957,-73.974654,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Brooklyn,103,0.932,0.9348,-0.117,0.7354,0.7851,-0.796,,0,none,
22d-224@627-vss-5vf,Richmond Fiesta Market,40.532567,-74.192497,Grocery Stores,,Staten Island,162,0.6566,0.7729,-2.043,0.4815,0.5967,-1.358,,0,none,
22d-225@627-s93-6x5,Bushwick Pita Palace,40.707512,-73.939642,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,297,0.9653,0.9622,0.057,0.8199,0.8382,-0.314,,0,none,
22f-222@627-wc7-6kz,M & W Bakery,40.713368,-73.996792,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,146,0.9806,0.9677,0.385,0.8579,0.8327,0.382,,0,none,
22k-224@627-wff-bc5,Hamilton Pizza,40.617362,-74.027367,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,130,0.9719,0.9444,0.764,0.8269,0.7877,0.57,,0,none,
22m-223@627-s8p-t9z,Chef Papa Vietnamese Kitchen,40.749594,-73.941688,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,160,0.965,0.967,-0.04,0.8281,0.8307,-0.02,,0,none,
22r-222@627-s7s-9pv,Dunkin',40.748194,-73.87705,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,293,0.8811,0.9053,-0.521,0.6724,0.685,-0.165,,0,none,
22v-223@627-s4r-kj9,Brunch,40.783394,-73.979995,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,90,0.9233,0.9294,-0.099,0.75,0.7635,-0.14,,0,none,
22v-247@627-wc7-9pv,HACK CITY Comedy,40.718884,-74.000873,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,515,0.9801,0.9871,-0.121,0.8617,0.9038,-0.528,,0,none,
22x-222@627-sb8-k2k,Meet The Meat,40.777051,-73.921468,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,355,0.9675,0.9492,0.397,0.8451,0.8075,0.557,,0,none,
22x-222@627-wh3-5cq,Pizza & Bagel on 3rd,40.664438,-73.996698,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,1677,0.9779,0.9761,0.016,0.8716,0.8644,0.078,,0,none,
22z-222@627-s8g-nnq,Ringolevio,40.719106,-73.94334,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,148,0.9827,0.9478,0.98,0.8784,0.7979,1.203,,0,none,
235-223@627-s93-8jv,Taco Bell,40.712112,-73.940993,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,489,0.9751,0.9632,0.311,0.8579,0.834,0.334,,0,none,
238-222@627-s8j-435,Plug Uglies,40.737521,-73.984494,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,128,0.9799,0.9693,0.327,0.8809,0.8422,0.565,,0,none,
23x-223@627-s6m-wff,Highbridge Dirt jump Park,40.857479,-73.927348,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,296,0.8512,0.9335,-2.046,0.6174,0.8044,-2.485,,0,none,
zzw-222@627-s8p-t35,Chipotle Mexican Grill,40.747251,-73.941634,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,56,0.9617,0.9563,0.118,0.808,0.8122,-0.044,,0,none,
zzw-222@627-wc8-gp9,Bridge Coffee Shop,40.702229,-73.98449,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,83,0.9829,0.9476,0.99,0.8765,0.8025,1.104,,0,none,
zzy-22g@627-s8r-nwk,Tacombi,40.768095,-73.961552,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,67,0.9899,0.9301,1.584,0.903,0.7648,1.91,,0,none,
zzy-224@627-wbv-hwk,Ascension,40.755019,-73.995502,"Museums, Historical Sites, and Similar Institutions",Historical Sites,Manhattan,324,0.9651,0.9812,-0.354,0.821,0.8795,-0.748,,0,none,
zzz-222@627-wgb-85f,P S 399,40.648222,-73.951415,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,375,0.981,0.9378,1.219,0.8533,0.7726,1.208,,0,none,
zzy-22g@627-s6g-4qf,Barbara Lagazzele Hair Studio,40.824689,-73.946747,Personal Care Services,Beauty Salons,Manhattan,80,0.7652,0.9394,-4.391,0.5313,0.7682,-3.16,,0,none,
zzy-22k@627-s7s-q75,Tacos Al Gusto NYC,40.749642,-73.863021,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,231,0.8429,0.8811,-0.825,0.6721,0.671,0.032,,0,none,
zzy-227@627-sb7-t9z,Rizz1 Mart Corp,40.771893,-73.931339,Grocery Stores,Convenience Stores,Queens,52,0.9676,0.9281,0.856,0.8125,0.7695,0.636,,0,none,
226-227@627-vtk-2rk,Demarco's Boxing Gym,40.511249,-74.249547,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Staten Island,91,0.6176,0.6876,-1.238,0.3599,0.504,-1.687,,0,none,
22c-222@627-wdc-45f,Shama Restaurant,40.581448,-73.961777,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,204,0.9203,0.9473,-0.82,0.7696,0.7989,-0.483,,0,none,
22d-222@627-s96-mkz,Beer Karma,40.714452,-73.951472,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Brooklyn,151,0.9959,0.952,1.239,0.9437,0.8101,2.02,,0,none,
zzz-222@627-s84-qzz,Sperandeo Brothers Playground,40.676547,-73.884242,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,Brooklyn,251,0.961,0.9321,0.804,0.8446,0.7837,0.903,,0,none,
224-222@627-s9s-vcq,C Bar & Lounge,40.699327,-73.830908,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,65,0.7584,0.8733,-2.479,0.5385,0.6731,-1.922,,0,none,
22c-222@627-s9z-n3q,Urban Press,40.724648,-73.820375,Book Stores and News Dealers,Book Stores,Queens,405,0.9545,0.8968,1.249,0.8025,0.6881,1.663,,0,none,
22d-222@627-wbz-4sq,Crossfit Wall Street,40.70513,-74.012448,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,51,0.9735,0.9661,0.247,0.8676,0.8368,0.459,,0,none,
22k-223@627-s7q-nh5,Espinal Grocery,40.698076,-73.891897,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,71,0.8607,0.8767,-0.345,0.6021,0.6833,-1.152,,0,none,
223-222@627-s7r-d5f,Mrytle Convenience & Deli,40.7018,-73.884048,Grocery Stores,Convenience Stores,Queens,101,0.7883,0.8823,-2.027,0.547,0.6857,-1.98,,0,none,
zzy-222@627-vsg-x5z,Greenbelt Red Trail,40.580603,-74.154474,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Staten Island,55,0.6218,0.8231,-3.515,0.5,0.6697,-1.977,,0,none,
226-222@627-wdm-rtv,Mike's Pizza & Catering,40.611157,-73.991694,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,396,0.9489,0.9348,0.374,0.7771,0.7505,0.377,,0,none,
22f-223@627-s7q-g8v,Jones Bar,40.705549,-73.894272,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Queens,112,0.8078,0.8807,-1.572,0.6116,0.6838,-1.023,,0,none,
22f-224@627-s96-mkz,Mozaik Cafe,40.713957,-73.951314,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,223,0.9882,0.9626,0.708,0.889,0.8361,0.78,,0,none,
22c-222@627-s7q-f75,Delight Diner & Donuts,40.706286,-73.896605,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,117,0.8929,0.8842,0.19,0.6816,0.6866,-0.055,,0,none,
223-223@627-s9w-q4v,RAM Union Glatt Supermarket,40.725787,-73.792846,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,346,0.8968,0.8939,0.066,0.6951,0.6876,0.125,,0,none,
22s-223@627-s9p-qs5,El Ray,40.706129,-73.809242,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,160,0.947,0.905,0.91,0.7734,0.6985,1.095,,0,none,
28p-222@627-s6g-9xq,Halal Flamez,40.81515,-73.940437,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,164,0.8601,0.8811,-0.479,0.6082,0.6691,-0.78,,0,none,
22q-222@627-s6b-b49,La Presumida Grocery,40.841908,-73.922193,Grocery Stores,,Bronx,113,0.5961,0.6663,-0.925,0.3827,0.4468,-0.768,,0,none,
22w-222@627-s8m-835,Bakeri,40.72005,-73.960114,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,159,0.9843,0.9504,0.948,0.8695,0.8008,1.023,,0,none,
22x-224@627-wg4-ndv,Bashonti,40.632258,-73.946755,Specialty Food Stores,,Brooklyn,111,0.9521,0.9226,0.822,0.7905,0.751,0.574,,0,none,
zzy-227@627-sbb-7nq,Face Off Unlimited,40.768949,-73.912874,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Queens,872,0.9694,0.9254,0.953,0.8225,0.7327,1.31,,0,none,
224-222@627-s6d-bhq,148 Deli Grocery,40.824924,-73.940622,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,139,0.8687,0.8866,-0.399,0.6007,0.6714,-0.913,,0,none,
zzy-22d@627-wfg-sh5,Papi's Cantina,40.63795,-74.076208,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,318,0.9924,0.9546,0.63,0.9127,0.823,0.969,,0,none,
zzy-222@627-s6h-brk,Park,40.846728,-73.902413,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,78,0.6234,0.6812,-0.762,0.4006,0.4602,-0.715,,0,none,
224-223@627-s9h-tn5,Queens Public Library - Whitestone,40.788552,-73.81066,Other Information Services,Libraries and Archives,Queens,127,0.8567,0.8753,-0.4,0.6634,0.6765,-0.172,,0,none,
227-222@627-vsr-dy9,Starbucks,40.526762,-74.201595,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Staten Island,913,0.6663,0.7385,-1.277,0.4389,0.5313,-1.099,,0,none,
227-223@627-s8h-y5f,Gregory's Coffee,40.744982,-73.991599,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,243,0.9823,0.9835,0.026,0.8673,0.8835,-0.177,,0,none,
zzy-225@627-rww-ndv,Iris La Blanca,40.816709,-73.801129,Book Stores and News Dealers,Book Stores,Bronx,370,0.9661,0.9458,0.262,0.8007,0.796,0.055,,0,none,
zzy-226@627-rzt-swk,Burger King,40.766096,-73.724536,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,132,0.8752,0.8728,0.054,0.6705,0.6791,-0.108,,0,none,
229-227@627-s4v-6p9,Alke Cafe,40.800336,-73.95497,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,92,0.9162,0.929,-0.272,0.7446,0.7578,-0.137,,0,none,
zzy-22f@627-s7s-dy9,Tacos El Lobo,40.741253,-73.871136,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,214,0.8568,0.8853,-0.613,0.6414,0.6697,-0.391,,0,none,
zzy-227@627-s8d-xkf,Queens West Sportsfield,40.741905,-73.927293,Spectator Sports,Sports Teams and Clubs,Queens,128,0.8999,0.8876,0.268,0.6953,0.6894,0.101,,0,none,
zzy-22g@627-wc7-y9z,Lion's Gate Field,40.718796,-73.993005,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,53,0.9884,0.9725,0.463,0.9009,0.8549,0.665,,0,none,
zzy-22j@627-s6d-cef,145th & Amsterdam,40.77492,-73.984106,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,183,0.9448,0.9453,0.044,0.7787,0.7842,-0.033,,0,none,
226-223@627-s8j-r6k,A & M Coffee Express,40.739377,-73.977359,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,561,0.9972,0.9611,0.978,0.943,0.8472,1.337,,0,none,
227-223@627-vty-zvf,Peking Kitchen,40.603665,-74.13136,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,203,0.8702,0.8463,0.389,0.6416,0.678,-0.463,,0,none,
227-224@627-s84-qcq,Empanadas Premium,40.679146,-73.886831,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,66,0.9338,0.9246,0.23,0.803,0.7772,0.365,,0,none,
227-2t4@627-s8k-2rk,Plus One Optum,40.748238,-73.985119,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,Manhattan,439,0.9884,0.9854,0.131,0.9021,0.9016,0.048,,0,none,
229-224@627-s8n-yjv,USA Kiteboarding,40.768496,-73.952206,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,106,0.9401,0.9242,0.461,0.7453,0.7625,-0.191,,0,none,
22b-222@627-s6j-m8v,Gustiamo,40.834373,-73.883444,Specialty Food Stores,All Other Specialty Food Stores,Bronx,543,0.7637,0.7905,-0.356,0.5331,0.5755,-0.509,,0,none,
22c-22k@627-s4w-2rk,Fresh Hot Pizza,40.807013,-73.943257,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,105,0.9137,0.9333,-0.446,0.7143,0.7819,-0.872,,0,none,
22d-223@627-s6j-7t9,184 King Deli Grocery,40.860605,-73.902311,Grocery Stores,Convenience Stores,Bronx,96,0.6735,0.6649,0.109,0.4453,0.4294,0.19,,0,none,
22f-223@627-wg8-6c5,Jamaica Bay Library,40.634425,-73.889265,Other Information Services,Libraries and Archives,Brooklyn,156,0.9476,0.9292,0.498,0.7724,0.7703,0.001,,0,none,
22g-222@627-s9q-cnq,Key Food,40.70809,-73.817447,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,56,0.7897,0.9117,-2.633,0.5893,0.7501,-2.3,,0,none,
22m-222@627-vty-ty9,7-Eleven,40.612093,-74.132862,Grocery Stores,Convenience Stores,Staten Island,246,0.7744,0.8075,-0.599,0.5498,0.6696,-1.411,,0,none,
22m-225@627-s8r-m49,The Pho Lexington,40.763716,-73.967267,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,63,0.9447,0.9642,-0.443,0.7857,0.8296,-0.551,,0,none,
22p-222@627-wh4-7t9,Mex Deli Grocery,40.642152,-73.96286,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,180,0.9499,0.9373,0.33,0.7847,0.7842,-0.024,,0,none,
22q-223@627-wc8-6kz,Waverly Diner,40.733126,-74.000171,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,338,0.9884,0.9839,0.171,0.8898,0.8898,0.042,,0,none,
22q-223@627-wh2-6ff,Barley Time,40.637362,-74.010863,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,87,0.9319,0.9223,0.245,0.7385,0.7482,-0.181,,0,none,
22r-22f@627-wh2-fvf,Ferraiolo Fencing,40.669117,-73.983738,Spectator Sports,Sports Teams and Clubs,Brooklyn,103,0.9182,0.9396,-0.655,0.7354,0.7952,-0.95,,0,none,
22s-222@627-vty-2rk,Mias Rostiseria Restaurant,40.635517,-74.135216,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,95,0.9375,0.947,-0.189,0.7895,0.8142,-0.331,,0,none,
22t-222@627-s92-5cq,The Phantom Zone,40.67775,-73.947399,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Brooklyn,412,0.9701,0.9575,0.332,0.8356,0.821,0.191,,0,none,
22t-222@627-smd-j35,The Bronx Burger House,40.904721,-73.896997,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,66,0.9856,0.9338,0.676,0.8788,0.7799,1.185,,0,none,
22w-222@627-wbn-dy9,Don Giovanni Ristorante,40.747334,-74.004165,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,123,0.9814,0.9397,1.121,0.8659,0.7759,1.258,,0,none,
22w-223@627-s96-s5z,Wb Champions Martial Arts,40.704115,-73.94284,Other Amusement and Recreation Industries,,Brooklyn,92,0.9345,0.9423,-0.262,0.7609,0.7892,-0.468,,0,none,
22y-223@627-wc3-k2k,Vertical Player Repertory,40.686561,-73.993693,Performing Arts Companies,Theater Companies and Dinner Theaters,Brooklyn,55,0.8379,0.9291,-2.681,0.6364,0.7668,-2.036,,0,none,
22z-224@627-s87-cbk,LIGHT HOUSE Nutrition CLUB,40.692779,-73.856658,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Queens,188,0.9237,0.8837,0.867,0.7327,0.6851,0.702,,0,none,
238-222@627-s8w-qzz,Elevate Deli,40.675322,-73.933058,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,162,0.9778,0.9491,0.798,0.8519,0.7947,0.845,,0,none,
23g-223@627-s8j-n5z,Mendy's 2.0,40.74426,-73.983101,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Manhattan,67,0.9715,0.9612,0.319,0.8396,0.8339,0.119,,0,none,
23n-224@627-rwy-6x5,The KCHN,40.837432,-73.847293,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,61,0.886,0.8799,0.076,0.6639,0.6933,-0.353,,0,none,
zzw-22c@627-wbz-rc5,Chipotle Mexican Grill,40.709745,-74.006446,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,283,0.9905,0.9832,0.244,0.9152,0.887,0.424,,0,none,
zzw-234@627-s8h-w49,abcV,40.738004,-73.989233,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,54,0.9716,0.9388,0.894,0.8519,0.7862,0.93,,0,none,
zzy-222@627-s8n-835,East River Promenade,40.7607,-73.956276,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,1087,0.9904,0.9663,0.672,0.9108,0.8468,0.907,,0,none,
zzy-223@627-wdb-rkz,Surf 12 Nightclub Lounge,40.575824,-73.979797,Drinking Places (Alcoholic Beverages),,Brooklyn,62,0.9015,0.9301,-0.866,0.7137,0.77,-0.897,,0,none,
zzy-227@627-s8z-tqf,Prospect Park (BMT Brighton Line),40.661026,-73.961904,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,534,0.9606,0.9548,0.133,0.7973,0.815,-0.305,,0,none,
zzy-22d@627-s6g-gzf,Yankee Stadium Children's Park,40.826074,-73.926654,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Bronx,353,0.7158,0.8349,-1.567,0.4802,0.5769,-1.16,,0,none,
